prefix,gloss,taccs,vaccs,bepoch,bacc,bN,bvacc,time
as=cifar10=vit=prune=single,0.41128063201904297,"[0.3666, 0.41352, 0.49258, 0.58668, 0.66378, 0.74684, 0.80864, 0.85578, 0.87206, 0.87724, 0.87862, 0.87816]","[0.4153, 0.4956, 0.5628, 0.6844, 0.7528, 0.8213, 0.8614, 0.8814, 0.8888, 0.8925, 0.8931, 0.8936]",79,0.9136,7,0.9007,91430.6104824543
as=cifar10=vit=prune=single,0.428302139043808,"[0.36568, 0.41494, 0.49944, 0.59284, 0.66856, 0.75226, 0.8158, 0.86316, 0.87868, 0.88392, 0.8852, 0.88512]","[0.4329, 0.4975, 0.5747, 0.6814, 0.7546, 0.8256, 0.8671, 0.8891, 0.8959, 0.896, 0.8955, 0.8954]",79,0.9136,7,0.9007,91935.92939591408
as=cifar10=vit=prune=single,0.32560497522354126,"[0.36806, 0.41612, 0.49808, 0.59092, 0.66882, 0.75454, 0.81946, 0.86628, 0.8817, 0.8862, 0.88816, 0.88746]","[0.4181, 0.4873, 0.5756, 0.681, 0.7487, 0.8205, 0.8612, 0.8836, 0.8895, 0.8969, 0.8961, 0.8962]",79,0.9136,7,0.9007,92456.3173186779
as=cifar10=vit=prune=single,0.2468501329421997,"[0.36486, 0.41576, 0.49334, 0.5929, 0.66558, 0.749, 0.81562, 0.86638, 0.88148, 0.88696, 0.88884, 0.88836]","[0.4242, 0.4912, 0.5694, 0.6747, 0.7567, 0.824, 0.8601, 0.8826, 0.8879, 0.8934, 0.8942, 0.8938]",79,0.9136,7,0.9007,92963.2647781372
as=cifar10=vit=prune=single,0.4715329110622406,"[0.365, 0.41588, 0.4952, 0.58892, 0.66576, 0.74954, 0.81656, 0.86662, 0.88288, 0.88808, 0.88854, 0.88868]","[0.4189, 0.4875, 0.5682, 0.6725, 0.7397, 0.8167, 0.857, 0.8839, 0.8882, 0.8945, 0.8933, 0.8915]",79,0.9136,7,0.9007,93471.65186333656
as=cifar10=vit=prune=single,0.4151264429092407,"[0.3665, 0.41626, 0.4933, 0.58784, 0.66534, 0.75196, 0.8186, 0.8673, 0.88432, 0.88996, 0.89104, 0.89078]","[0.4193, 0.4901, 0.5801, 0.6692, 0.7515, 0.8254, 0.8618, 0.8838, 0.8915, 0.8959, 0.8925, 0.8933]",79,0.9136,7,0.9007,93978.40583205223
as=cifar10=vit=prune=single,0.4587389826774597,"[0.37254, 0.42396, 0.50154, 0.59746, 0.67632, 0.76542, 0.83116, 0.87904, 0.89412, 0.8977, 0.89838, 0.8984]","[0.4126, 0.5006, 0.5687, 0.6856, 0.7628, 0.831, 0.8696, 0.8927, 0.8964, 0.9023, 0.902, 0.901]",79,0.9136,7,0.9007,98971.63236141205
as=cifar10=vit=prune=single,0.4904717206954956,"[0.3756, 0.4244, 0.50578, 0.60016, 0.67724, 0.76428, 0.8336, 0.88054, 0.89652, 0.90068, 0.901, 0.9015]","[0.4265, 0.4937, 0.5843, 0.6879, 0.762, 0.8344, 0.8676, 0.8934, 0.8979, 0.9041, 0.9044, 0.9045]",79,0.9136,7,0.9007,104599.62699007988
as=cifar10=vit=prune=single,0.4001508355140686,"[0.3713, 0.42606, 0.50758, 0.60316, 0.68114, 0.7644, 0.83236, 0.88162, 0.89582, 0.9004, 0.9013, 0.90122]","[0.4164, 0.4919, 0.5706, 0.6827, 0.76, 0.8328, 0.8703, 0.8898, 0.8966, 0.9006, 0.901, 0.8997]",79,0.9136,7,0.9007,110500.71147799492
as=cifar10=vit=prune=single,0.2923228442668915,"[0.37338, 0.42416, 0.50338, 0.60048, 0.6791, 0.76238, 0.83448, 0.8835, 0.8985, 0.90336, 0.90406, 0.90338]","[0.4269, 0.4938, 0.5772, 0.6841, 0.7627, 0.8339, 0.8709, 0.8934, 0.8998, 0.9047, 0.9052, 0.9055]",79,0.9136,7,0.9007,117807.9261341095
as=cifar10=vit=prune=single,0.4219231605529785,"[0.35246, 0.4014, 0.47496, 0.56902, 0.64694, 0.73126, 0.79314, 0.83824, 0.85258, 0.85866, 0.8586, 0.859]","[0.4001, 0.4736, 0.5533, 0.6548, 0.7284, 0.8025, 0.8464, 0.8635, 0.8654, 0.8704, 0.87, 0.8677]",79,0.9136,7,0.9007,118341.163189888
as=cifar10=vit=prune=single,0.37488070130348206,"[0.3507, 0.39672, 0.47804, 0.56732, 0.64656, 0.72426, 0.78616, 0.8318, 0.84814, 0.8526, 0.8541, 0.8545]","[0.4131, 0.472, 0.5497, 0.6438, 0.7307, 0.802, 0.8407, 0.8624, 0.874, 0.8769, 0.8768, 0.877]",79,0.9136,7,0.9007,118850.89309453964
as=cifar10=vit=prune=single,0.4484398066997528,"[0.36324, 0.41188, 0.48866, 0.58536, 0.66014, 0.74296, 0.81082, 0.8567, 0.87424, 0.87954, 0.88052, 0.88078]","[0.4076, 0.4793, 0.5445, 0.6613, 0.74, 0.8161, 0.8604, 0.8791, 0.8881, 0.8924, 0.893, 0.8912]",79,0.9136,7,0.9007,119359.62042474747
as=cifar10=vit=prune=single,0.3481355309486389,"[0.36752, 0.42048, 0.49446, 0.5882, 0.6657, 0.74594, 0.81484, 0.86256, 0.88006, 0.88484, 0.886, 0.88598]","[0.4299, 0.4993, 0.5744, 0.6816, 0.7505, 0.8192, 0.8591, 0.8826, 0.8879, 0.8917, 0.8913, 0.8912]",79,0.9136,7,0.9007,119869.65450811386
as=cifar10=vit=prune=single,0.5356178283691406,"[0.36392, 0.41326, 0.4918, 0.58784, 0.66606, 0.74868, 0.81638, 0.8654, 0.88166, 0.88756, 0.88744, 0.8877]","[0.4231, 0.4878, 0.5725, 0.6796, 0.7511, 0.821, 0.8612, 0.8856, 0.891, 0.8967, 0.8978, 0.8974]",79,0.9136,7,0.9007,120377.67577338219
as=cifar10=vit=prune=single,0.27546194195747375,"[0.36424, 0.4153, 0.48998, 0.58822, 0.66412, 0.75002, 0.81582, 0.86706, 0.88286, 0.88822, 0.88854, 0.88846]","[0.411, 0.4825, 0.559, 0.6689, 0.7482, 0.8248, 0.8644, 0.8852, 0.8893, 0.8951, 0.8978, 0.8978]",79,0.9136,7,0.9007,120902.22818899155
as=cifar10=vit=prune=single,0.27285170555114746,"[0.36596, 0.41742, 0.49116, 0.59016, 0.66436, 0.75022, 0.81834, 0.86866, 0.88436, 0.8894, 0.88962, 0.88986]","[0.4167, 0.4843, 0.5664, 0.6741, 0.7516, 0.8214, 0.8626, 0.8838, 0.8906, 0.8958, 0.8946, 0.8931]",79,0.9136,7,0.9007,121552.24664068222
as=cifar10=vit=prune=single,0.33984479308128357,"[0.36234, 0.41214, 0.4914, 0.58982, 0.66688, 0.74714, 0.81636, 0.86602, 0.88326, 0.88826, 0.88896, 0.8886]","[0.4009, 0.4806, 0.5687, 0.6829, 0.7556, 0.8274, 0.8637, 0.8865, 0.8932, 0.8986, 0.8989, 0.8995]",79,0.9136,7,0.9007,122265.22255373001
as=cifar10=vit=prune=single,0.3851897120475769,"[0.37074, 0.4224, 0.49986, 0.59744, 0.6764, 0.75908, 0.82842, 0.87882, 0.89408, 0.89856, 0.89992, 0.89946]","[0.4198, 0.4864, 0.5777, 0.6814, 0.7578, 0.8313, 0.8675, 0.8908, 0.8942, 0.9012, 0.9012, 0.9017]",79,0.9136,7,0.9007,122776.4528722763
as=cifar10=vit=prune=single,0.2314145267009735,"[0.37096, 0.42426, 0.50012, 0.5987, 0.6761, 0.76008, 0.83102, 0.88132, 0.89868, 0.90398, 0.90468, 0.90476]","[0.4149, 0.4923, 0.5827, 0.6872, 0.7581, 0.8295, 0.8674, 0.8893, 0.8958, 0.9015, 0.9023, 0.902]",79,0.9136,7,0.9007,123285.20367360115
as=cifar10=vit=prune=single,0.30782362818717957,"[0.37006, 0.42042, 0.49978, 0.59862, 0.67796, 0.76122, 0.83146, 0.88296, 0.89926, 0.90452, 0.90416, 0.90478]","[0.4294, 0.4913, 0.5815, 0.6827, 0.761, 0.8302, 0.8722, 0.8898, 0.8975, 0.9052, 0.9049, 0.9051]",79,0.9136,7,0.9007,123794.8631362915
as=cifar10=vit=prune=single,0.3511800467967987,"[0.35264, 0.39726, 0.47774, 0.57094, 0.64766, 0.72932, 0.79366, 0.84042, 0.85442, 0.86112, 0.86224, 0.86248]","[0.3988, 0.4479, 0.5535, 0.6765, 0.7433, 0.8095, 0.8477, 0.8718, 0.875, 0.8775, 0.8778, 0.8768]",79,0.9136,7,0.9007,124306.32485985756
as=cifar10=vit=prune=single,0.41834190487861633,"[0.36104, 0.40578, 0.47756, 0.57058, 0.64614, 0.72834, 0.79064, 0.83614, 0.852, 0.8576, 0.85866, 0.8581]","[0.4273, 0.4844, 0.5731, 0.6583, 0.7329, 0.806, 0.8438, 0.8686, 0.8758, 0.8795, 0.8781, 0.8776]",79,0.9136,7,0.9007,124816.54066228867
as=cifar10=vit=prune=single,0.5767214298248291,"[0.35198, 0.39984, 0.47168, 0.56936, 0.64538, 0.72656, 0.789, 0.83568, 0.85208, 0.85732, 0.85868, 0.8592]","[0.3986, 0.4724, 0.5599, 0.6445, 0.7286, 0.7989, 0.8373, 0.8609, 0.8697, 0.8722, 0.8723, 0.872]",79,0.9136,7,0.9007,125326.87652659416
as=cifar10=vit=prune=single,0.24508507549762726,"[0.36086, 0.41216, 0.4921, 0.5839, 0.65864, 0.74352, 0.80912, 0.85592, 0.87398, 0.87968, 0.88094, 0.88018]","[0.4155, 0.4914, 0.58, 0.6839, 0.754, 0.8223, 0.8554, 0.881, 0.8887, 0.8893, 0.8918, 0.8905]",79,0.9136,7,0.9007,125833.49927663803
as=cifar10=vit=prune=single,0.4794533848762512,"[0.3616, 0.41334, 0.48836, 0.58532, 0.66162, 0.74644, 0.81232, 0.86186, 0.87948, 0.88534, 0.886, 0.88618]","[0.4201, 0.4923, 0.5717, 0.6719, 0.7451, 0.8174, 0.8577, 0.8793, 0.8893, 0.8921, 0.8926, 0.8916]",79,0.9136,7,0.9007,126344.49309945107
as=cifar10=vit=prune=single,0.4569694995880127,"[0.36508, 0.41292, 0.493, 0.58672, 0.66538, 0.75008, 0.8138, 0.86306, 0.87984, 0.8852, 0.88624, 0.88622]","[0.411, 0.4884, 0.5714, 0.6695, 0.7457, 0.8169, 0.8553, 0.8782, 0.8859, 0.8895, 0.8896, 0.8903]",79,0.9136,7,0.9007,126859.15677809715
as=cifar10=vit=prune=single,0.2361314743757248,"[0.35892, 0.41056, 0.49052, 0.58586, 0.65884, 0.74634, 0.81256, 0.86354, 0.88134, 0.88704, 0.88812, 0.88822]","[0.4152, 0.4863, 0.5661, 0.6586, 0.7437, 0.8133, 0.8561, 0.8735, 0.8867, 0.8906, 0.8904, 0.8895]",79,0.9136,7,0.9007,127621.3398911953
